start	name	goal	start_x	start_y	degree	distance	shot_headed	crosses	corner	pass_throw_in	pass_long_ball	pass_through_ball	pass_headed	predict	count	ratio
2015	Kévin Mayi	1	562.4	369.7	672.38559185	154.869527597	2	1	1	0	0	0	1	0.384135535831	7	0.0548765051186
2015	Kévin Monnet-Paquet	1	1177.0	660.1	1244.17733517	328.665593876	2	1	0	1	2	1	0	0.923985267405	14	0.0659989476718
2015	Kévin Théophile-Catherine	0	91.6	42.5	48.2397002961	11.2609946275	0	0	0	0	0	0	0	0.268294307646	1	0.268294307646
2015	Lacina Traoré	0	88.6	47.2	76.200514604	11.7388244727	1	0	0	0	0	0	0	0.109384535441	1	0.109384535441
2015	Lamine Koné	0	455.3	245.8	377.221069952	68.0722085757	4	4	3	0	0	0	0	0.36980360361	5	0.0739607207219
2015	Lars Jacobsen	0	242.9	92.4	131.72023394	84.2504752483	0	0	0	0	0	0	0	0.116403726268	3	0.0388012420894
2015	Lass Diarra	1	77.7	54.4	101.161626215	22.7299362076	0	0	1	0	0	0	0	0.0319826217135	1	0.0319826217135
2015	Lassana Couibaly	1	182.5	83.8	95.701281951	23.9349794382	1	2	1	0	0	0	0	0.251383253251	2	0.125691626626
2015	Layvin Kurzawa	1	463.0	266.6	572.808179127	40.8238680912	5	5	1	0	0	0	0	0.981678995872	5	0.196335799174
2015	Lenny Nangis	0	641.0	305.8	515.282793188	203.306210386	1	1	0	0	0	0	0	0.403552378496	8	0.0504440473121
2015	Lionel Mathis	0	470.3	246.1	418.663950738	149.360695598	0	3	1	1	0	0	0	0.279571978959	6	0.0465953298264
2015	Loic Perrin	3	648.6	355.1	672.794766204	55.6819394978	5	7	7	0	0	0	0	1.146753393	7	0.163821913286
2015	Lorik Cana	0	83.3	62.4	126.59443929	20.8002403832	0	0	0	0	0	0	0	0.0777362341392	1	0.0777362341392
2015	Lossemy Karaboue	0	866.7	567.1	1014.08772119	282.709620291	0	5	0	0	0	0	0	0.854119059329	11	0.0776471872117
2015	Louis Poggi	0	76.3	74.6	136.067499684	34.159186173	0	0	0	0	0	0	0	0.00993977967872	1	0.00993977967872
2015	Lucas Moura	1	747.5	390.1	594.813055351	171.591964744	0	1	0	0	1	1	0	1.07220017191	9	0.119133352434
2015	Lucas Ocampos	1	1267.5	846.9	1584.14210811	335.046158139	0	5	0	0	0	0	0	1.54829758706	15	0.103219839137
2015	Lucas Silva	0	609.1	390.0	684.462823698	209.45003953	0	1	0	0	0	0	0	0.287636005134	8	0.0359545006418
2015	Ludovic Baal	0	180.5	138.2	304.90636628	42.9390013308	1	1	1	0	0	0	0	0.0667503049069	2	0.0333751524535
2015	Léo Dubois	0	76.2	53.4	98.1301023542	24.0416305603	0	0	0	0	1	0	0	0.046936675214	1	0.046936675214
2015	Mahamane Traoré	1	93.7	46.0	57.5876933816	7.46257328272	0	1	0	0	0	0	0	0.403705795642	1	0.403705795642
2015	Majeed Waris	2	1549.0	766.6	1167.54794156	378.167348079	2	5	1	0	0	1	4	1.65987361186	18	0.0922152006587
2015	Mana Dembele	0	248.7	116.8	173.254365891	61.4533329976	0	0	0	0	0	0	0	0.277715341147	3	0.0925717803824
2015	Mapou Yanga-Mbiwa	0	88.7	52.6	102.957580094	11.5952576513	1	0	0	0	0	0	0	0.113472915519	1	0.113472915519
2015	Marcel Tisserand	0	422.7	202.6	313.681281281	101.304735863	1	0	0	0	0	0	0	0.440374887462	5	0.0880749774924
2015	Marco Verratti	0	153.0	82.3	142.159920696	59.3365131914	0	1	1	0	0	0	0	0.0328526297223	2	0.0164263148611
2015	Marcos Lopes	0	93.3	39.7	33.0434157569	12.287391912	0	0	0	0	0	0	0	0.235466519469	1	0.235466519469
2015	Marcus Coco	0	669.8	417.7	744.390032479	168.096921998	1	4	2	0	0	0	0	0.56348785561	8	0.0704359819513
2015	Mario Lemina	0	497.4	290.9	563.394724612	112.333503614	3	4	2	0	0	0	0	0.401792199245	6	0.0669653665408
2015	Mario Pasalic	1	547.2	292.2	494.691911028	57.6984541119	5	6	1	0	0	0	0	0.978551857148	6	0.163091976191
2015	Marko Basa	0	356.4	205.7	388.326684612	45.6926683321	4	3	3	0	0	0	0	0.319888980829	4	0.0799722452071
2015	Marquinhos	0	95.4	55.2	138.503531645	6.94262198308	1	1	1	0	0	0	0	0.130236710182	1	0.130236710182
2015	Martin Braithwaite	5	4395.6	2584.3	4882.83822476	887.788879468	9	21	4	1	1	2	1	6.65703357467	50	0.133140671493
2015	Marvin Gakpa	0	77.5	30.7	49.3777409287	29.6435490453	0	0	0	0	0	0	0	0.0190904773942	1	0.0190904773942
2015	Mathieu Bodmer	1	91.2	56.8	127.694240467	11.1211510196	0	1	1	0	0	0	0	0.176936220884	1	0.176936220884
2015	Mathieu Deplagne	0	158.8	94.1	146.40597513	56.7421275821	0	0	0	0	0	0	0	0.0583136913457	2	0.0291568456729
2015	Mathieu Valbuena	1	1570.1	1043.1	1927.7853344	460.432076315	0	5	2	0	0	0	1	1.21825098047	19	0.0641184726564
2015	Maxime Barthelme	0	78.8	27.2	42.9174347203	31.1332619557	0	0	0	0	0	0	0	0.0150425089166	1	0.0150425089166
2015	Maxime Gonalons	0	247.7	160.1	301.028511042	54.2767882853	2	2	0	0	1	0	0	0.189818028568	3	0.0632726761893
2015	Maxime Le Marchand	1	95.3	54.0	130.399904334	6.17170964968	1	1	1	0	0	0	0	0.144146669732	1	0.144146669732
2015	Maxime Poundje	0	226.0	219.5	399.854244461	101.910941226	0	2	1	0	0	0	1	0.0264091010697	3	0.00880303368991
2015	Maxwell	0	264.5	183.9	392.067704638	55.9456069676	0	0	0	0	0	0	0	0.364823371652	3	0.121607790551
2015	Maxwell Cornet	1	611.9	286.8	450.872567093	148.494730355	1	1	2	0	0	1	0	0.745138914367	7	0.106448416338
2015	Mehdi Mostefa	0	166.8	94.4	150.198967032	34.0064465929	1	2	0	0	0	0	0	0.221520361241	2	0.110760180621
2015	Mehdi Zeffane	1	644.5	413.3	802.705725913	204.675754626	0	3	2	0	0	0	1	0.616936052351	8	0.0771170065439
2015	Mexer	0	270.1	159.4	298.610659599	37.6205854284	2	2	2	0	0	0	0	0.292692336539	3	0.0975641121797
2015	Michael Jordan N'Kololo	0	82.6	31.1	42.6337520085	25.6898812765	0	0	0	0	0	0	0	0.0351521640638	1	0.0351521640638
2015	Michy	5	2847.6	1747.0	3299.92869514	577.275855869	9	15	4	0	1	1	1	3.73914244834	33	0.11330734692
2015	Mickael Le Bihan	1	615.6	387.6	838.130722393	127.147112084	2	3	0	0	0	0	0	0.989227479199	7	0.141318211314
2015	Mickaël Tacalfred	0	89.8	54.0	111.412969475	10.9562767398	1	0	0	0	0	0	0	0.124786582906	1	0.124786582906
2015	Milan Gajic	1	170.6	69.0	89.2840527502	43.6295037819	0	2	0	0	0	0	1	0.133188642127	2	0.0665943210636
2015	Mohamed Wael Larbi	1	403.6	327.5	561.04486708	154.802266564	0	1	0	0	0	0	0	0.261021915589	5	0.0522043831177
2015	Mounir Obbadi	0	313.5	234.2	447.344661202	113.00700785	0	2	0	0	0	0	0	0.105564236795	4	0.0263910591988
2015	Moustapha Bayal Sall	1	250.5	137.2	305.684463735	63.3074521771	1	2	1	0	0	0	0	0.366959633628	3	0.122319877876
2015	Mustapha Diallo	0	910.5	501.5	943.779990054	104.080471911	7	7	5	0	1	0	0	1.45347710962	10	0.145347710962
2015	Mustapha Yatabaré	0	531.4	278.6	492.668341073	92.1642728471	4	4	2	0	1	0	0	0.602423736347	6	0.100403956058
2015	Nabil Dirar	1	511.0	273.7	413.284070796	133.476592235	0	1	1	0	0	1	0	0.648445991962	6	0.108074331994
2015	Nabil Fekir	4	1288.6	723.3	1295.51097047	390.566130431	0	0	0	0	0	0	0	1.21854069038	16	0.0761587931491
2015	Nampalys Mendy	1	226.2	169.5	320.477575085	79.7846995199	0	1	0	1	0	0	0	0.173093507462	3	0.0576978358208
2015	Neal Maupay	0	79.7	36.2	55.7920186302	24.5464865103	0	0	0	0	0	0	0	0.0422659640304	1	0.0422659640304
2015	Nicolas Benezet	3	1004.1	761.4	1553.32606649	282.406710262	0	3	0	0	0	0	2	0.871063113527	12	0.0725885927939
2015	Nicolas Maurice-Belay	0	662.6	443.4	818.629947463	156.024655519	1	4	2	1	0	0	0	0.722028775144	8	0.090253596893
2015	Nicolas N'Koulou	0	261.8	160.0	314.998496318	39.5670470039	3	3	1	0	0	0	0	0.226049455281	3	0.0753498184269
2015	Nicolas Pallois	0	324.9	228.0	378.929840688	88.5156468221	1	2	0	0	0	0	0	0.269063088671	4	0.0672657721677
2015	Nicolas Seube	0	305.7	149.7	245.739730824	107.100512726	0	2	1	0	0	0	0	0.12428587803	4	0.0310714695076
2015	Nicolas de Preville	2	1671.7	992.6	1696.8019697	444.629983794	3	5	1	0	1	0	3	2.13462917228	20	0.106731458614
2015	Nill de Pauw	0	463.6	236.5	391.222463666	161.017045906	1	1	0	0	0	0	0	0.190750368105	6	0.0317917280175
2015	Nolan Roux	1	1735.2	1086.6	2136.73078504	331.023886473	5	5	1	0	1	0	0	2.97615911166	20	0.148807955583
2015	Odaïr Fortes	0	307.6	205.3	380.481050233	106.269486002	0	1	0	0	0	0	0	0.196712617288	4	0.0491781543221
2015	Ola Toivonen	0	156.0	107.9	200.895740837	45.1689200634	0	0	0	0	0	0	0	0.117949286679	2	0.0589746433393
2015	Olivier Auriac	0	161.6	98.8	184.564307439	41.7095054916	0	0	0	0	0	0	0	0.170094733232	2	0.0850473666158
2015	Omenuke Mfulu	0	77.9	51.7	94.398705355	22.1652881777	0	0	0	0	0	0	0	0.0621709497657	1	0.0621709497657
2015	Oswaldo Vizcarrondo	0	173.7	88.2	130.364817495	30.5515473982	1	2	1	0	0	0	1	0.162653391874	2	0.0813266959368
2015	Pablo	1	463.1	263.0	549.543545262	52.2422716777	4	5	5	0	0	0	0	0.489625765639	5	0.0979251531278
2015	Pablo Martinez	0	167.7	127.6	261.64894295	42.4883015232	1	2	2	0	0	0	0	0.075048348203	2	0.0375241741015
2015	Paolo De Ceglie	0	176.9	127.2	279.353795442	35.6854495605	1	1	0	0	0	0	0	0.154925928278	2	0.0774629641391
2015	Paul Baysse	0	90.1	50.9	95.1944289077	9.94082491547	1	1	1	0	0	0	0	0.0825969447235	1	0.0825969447235
2015	Paul Lasne	0	255.8	97.4	115.182032359	70.7478685181	1	1	0	0	0	0	0	0.121591941415	3	0.0405306471382
2015	Paul-Georges Ntep	2	1000.6	696.4	1408.81952826	250.937641854	0	4	0	0	0	0	1	1.45511929397	12	0.121259941164
2015	Pedro Henrique	1	1309.6	833.3	1517.29963422	364.632919016	3	4	0	0	1	0	1	1.0519827555	16	0.0657489222187
2015	Pedro Mendes	0	321.9	210.6	380.419717222	95.1975078347	0	2	0	0	0	0	0	0.271588825185	4	0.0678972062963
2015	Pierre-Yves Polomat	0	175.2	96.9	206.631207738	42.7610835305	0	0	0	0	0	0	0	0.183811355276	2	0.0919056776379
2015	Pierrick Capelle	0	154.3	98.4	175.603709912	46.7318087409	0	2	1	0	0	0	0	0.0815659295267	2	0.0407829647633
2015	Prince Oniangué	0	813.6	501.8	905.320151875	224.646927677	3	3	1	0	0	0	0	0.653360053827	10	0.0653360053827
2015	Quentin Cornette	0	297.6	221.0	407.806172276	109.661310177	0	0	0	0	0	0	0	0.179228954572	4	0.0448072386431
2015	Quentin Othon	1	162.8	129.8	254.5554735	52.9202486985	0	1	1	0	0	0	0	0.0549584305999	2	0.0274792153
2015	Rachid Ghezzal	0	253.6	165.7	311.593679473	62.8635708237	0	0	0	0	0	0	0	0.244657841202	3	0.0815526137341
2015	Rafael	1	332.6	192.8	357.000649293	72.1303285537	1	3	1	0	0	0	0	0.463967811128	4	0.115991952782
2015	Rafidine Abdullah	1	300.0	176.5	322.175892518	117.947257304	0	1	0	0	0	0	0	0.114170400607	4	0.0285426001517
2015	Rami Bensebaini	1	247.1	172.2	358.062234666	60.2094555998	2	3	1	0	0	0	0	0.134828808194	3	0.0449429360646
2015	Raphael Guerreiro	1	932.6	590.6	1204.65168897	240.521656763	0	2	0	0	0	0	0	1.29409718445	11	0.117645198586
2015	Renato Civelli	0	558.0	292.4	530.160151168	50.8716775477	4	5	4	0	0	0	0	1.11113078412	6	0.18518846402
2015	Ricardo Carvalho	0	90.4	44.8	61.5570713756	10.9178752512	1	1	0	0	0	0	0	0.121752622266	1	0.121752622266
2015	Ricardo Pereira	0	161.4	139.0	269.057010849	55.1788268722	0	0	0	0	0	0	0	0.0635242368602	2	0.0317621184301
2015	Rio Mavuba	0	393.1	257.5	465.188642928	114.180693414	0	0	0	0	0	0	0	0.364815962596	5	0.0729631925192
2015	Robert Beric	2	790.7	403.9	642.149483564	146.20774449	1	3	1	0	0	0	1	1.60444926606	9	0.178272140673
2015	Roderic Filippi	1	270.4	137.4	185.7147009	38.8172341524	3	2	2	0	0	0	0	0.195857466935	3	0.0652858223115
2015	Rodrigue Ninga	1	406.0	288.4	526.170409745	106.436389136	1	2	2	0	0	0	1	0.39230666166	5	0.0784613323319
2015	Romain Alessandrini	3	2075.3	993.8	1583.41607809	570.275520396	1	6	1	1	0	0	0	1.93581574972	25	0.0774326299886
2015	Romain Danze	0	183.1	91.4	154.232539154	20.910017055	2	2	1	0	0	0	0	0.217281503784	2	0.108640751892
2015	Romain Hamouma	2	1228.2	729.6	1333.33653923	308.335847027	0	4	1	0	0	0	0	1.58018770768	15	0.105345847178
2015	Romain Philippoteaux	0	239.9	184.8	363.269276167	76.1610123272	0	2	0	0	0	0	1	0.11782132354	3	0.0392737745133
2015	Romain Saiss	1	653.3	429.0	672.51883154	173.275313702	1	3	1	0	2	0	0	0.876106211668	8	0.109513276459
2015	Romain Thomas	1	349.5	192.4	322.213963952	56.0203684834	3	1	1	0	0	0	0	0.432553505459	4	0.108138376365
2015	Ronny Rodelin	2	1441.4	821.4	1390.09039753	330.399320496	5	9	2	0	0	0	0	1.53507177565	17	0.0902983397444
2015	Ryad Boudebouz	1	893.3	573.8	1084.10736214	228.253096797	3	5	0	0	0	0	0	0.775929813065	11	0.070539073915
2015	Ryan Mendes	0	77.4	23.9	40.8893011643	34.5249185372	0	0	0	0	0	0	0	0.00879308674236	1	0.00879308674236
2015	Rémy Cabella	0	1019.4	665.8	1333.24903365	252.997652549	1	5	2	0	0	1	0	0.99634616118	12	0.083028846765
2015	Sadio Diallo	0	296.8	244.5	447.320349856	120.130298211	0	1	0	0	0	0	0	0.088141671962	4	0.0220354179905
2015	Said Benrahma	2	166.3	107.3	185.023324273	46.309369105	0	0	1	0	0	0	0	0.113806866777	2	0.0569034333885
2015	Samuel Umtiti	0	162.8	110.6	196.034063346	40.1325034493	1	1	1	0	0	0	0	0.131407917901	2	0.0657039589507
2015	Sehrou Guirassy	0	351.3	213.9	355.467092576	69.1876696398	0	1	0	0	0	0	0	0.616771583628	4	0.154192895907
2015	Seko Fofana	0	950.4	592.8	1055.95673642	295.334505034	0	1	0	0	1	0	0	0.864190214169	12	0.0720158511808
2015	Serge Aurier	1	897.2	395.9	616.52594981	165.446402655	2	4	3	0	0	1	0	1.22549558716	10	0.122549558716
2015	Sergi Darder	1	1018.1	575.0	1044.58617905	238.625794653	0	4	0	0	0	0	0	1.31627913907	12	0.109689928256
2015	Slimane Sissoko	0	337.7	154.0	244.143387837	88.6309498906	0	1	0	0	0	0	0	0.436469481155	4	0.109117370289
2015	Sloan Privat	3	1152.5	666.9	1203.53015657	173.058750983	5	8	2	0	0	1	0	2.06458342084	13	0.158814109295
2015	Sofiane Boufal	3	1624.0	1101.2	2149.16630785	415.7320866	0	6	0	0	0	0	0	1.5922131921	19	0.0838006943213
2015	Somália	0	260.8	165.9	344.517299932	49.8190163357	0	1	0	0	0	0	0	0.4266642596	3	0.142221419867
2015	Soualiho Meité	0	94.5	51.1	101.309932474	5.60892146495	0	1	1	0	0	0	0	0.337440710866	1	0.337440710866
2015	Souleymane Camara	0	915.7	586.0	1087.11951415	236.268447044	1	4	0	0	1	0	2	0.948377713147	11	0.0862161557406
2015	Steed Malbranque	0	344.7	186.6	330.797764764	65.3295276763	2	0	0	0	0	0	0	0.367870343433	4	0.0919675858582
2015	Steeve Yago	0	89.4	65.0	144.752424942	18.3673623583	0	0	1	0	0	0	0	0.0639727828183	1	0.0639727828183
2015	Stephan El Shaarawy	0	1593.3	1127.3	2149.30104196	420.992429655	0	7	2	0	0	1	2	1.86860278602	19	0.0983475150539
2015	Stephane Sparagna	0	90.8	58.1	131.361813422	12.2576506721	1	0	0	0	0	0	0	0.10507356084	1	0.10507356084
2015	Steven Moreira	0	78.6	23.1	38.5036184197	34.3739727119	0	0	0	0	0	0	0	0.00899117850847	1	0.00899117850847
2015	Stoppila Sunzu	0	162.1	70.6	98.3430046892	48.2687429754	1	2	1	0	0	0	1	0.0533139327006	2	0.0266569663503
2015	Stéphane Darbion	0	320.4	143.5	240.448838432	104.046679256	0	2	0	0	0	0	0	0.239363080709	4	0.0598407701774
2015	Syam Ben Youssef	1	97.2	55.9	154.612093709	6.5306967469	1	1	1	0	0	0	0	0.139193385744	1	0.139193385744
2015	Sylvain Armand	1	518.1	313.6	572.369595504	102.59643802	3	3	3	0	0	0	0	0.658394175536	6	0.109732362589
2015	Sébastien Corchia	0	463.4	304.0	512.587941771	175.162318688	0	0	0	0	0	0	0	0.14121877039	6	0.0235364617317
2015	Sébastien Squillaci	2	280.5	153.0	306.660945748	22.8502715526	3	3	1	0	0	0	0	0.526423029615	3	0.175474343205
2015	Theoson Siebatcheu	3	809.1	382.1	571.123039525	139.398865303	0	3	0	0	0	0	1	1.60925359312	9	0.178805954791
2015	Thiago Motta	0	258.3	129.4	164.928276273	48.4923423609	2	2	2	0	0	0	0	0.194659825878	3	0.064886608626
2015	Thiago Silva	1	544.0	301.0	560.478348012	63.8277905971	5	6	6	0	0	0	0	0.526901196094	6	0.0878168660157
2015	Thiago Xavier	1	186.8	107.1	233.303534813	15.5846896314	0	0	0	0	0	0	0	0.802164440281	2	0.40108222014
2015	Thibault Giresse	0	154.3	86.4	150.769381831	63.7228605651	0	0	0	0	0	0	0	0.0280865352139	2	0.014043267607
2015	Thomas Ayasse	0	428.2	253.3	507.259655448	83.2993555038	2	2	2	0	0	0	0	0.623649818904	5	0.124729963781
2015	Thomas Lemar	3	1102.3	622.2	1183.02102356	363.741284196	1	4	0	0	0	0	0	0.873764318548	14	0.0624117370391
2015	Thomas Mangani	1	562.1	382.6	726.531595749	168.992771112	0	2	0	0	0	0	1	0.381180987586	7	0.054454426798
2015	Thomas Touré	0	729.1	441.0	820.940261798	233.293234402	0	1	0	0	0	0	1	0.552277191267	9	0.0613641323629
2015	Tongo Doumbia	1	1497.8	922.3	1673.63427975	361.925761498	2	10	1	0	0	0	0	1.80333923877	18	0.100185513265
2015	Uros Spajic	0	268.7	135.4	198.720259393	34.9989703321	2	3	2	0	0	0	0	0.364553718238	3	0.121517906079
2015	Valentin Eysseric	1	845.4	554.2	1017.50231816	294.930044623	0	0	0	0	0	0	0	0.474611704492	11	0.0431465185902
2015	Valentin Rongier	1	617.0	365.2	674.980930752	220.264329949	0	4	0	0	0	0	1	0.332076012779	8	0.0415095015973
2015	Valère Germain	6	1875.0	1072.1	1931.08060778	396.982256082	3	7	0	0	1	1	0	2.78062929829	22	0.126392240831
2015	Vincent Bessat	1	1609.7	1071.3	2054.87757623	441.568372826	1	4	1	0	1	0	4	1.34556608189	19	0.0708192674681
2015	Vincent Koziello	1	324.8	193.7	341.680001847	76.1995400345	0	2	1	0	0	0	1	0.551034686056	4	0.137758671514
2015	Vincent Le Goff	0	462.4	386.4	734.975541552	168.750166941	0	3	1	0	0	0	0	0.227621043144	6	0.037936840524
2015	Vincent Manceau	0	65.4	43.8	79.8409440042	35.1511024009	0	1	1	0	0	0	1	0.00445581613661	1	0.00445581613661
2015	Vincent Pajot	0	452.1	278.2	492.376758026	159.050460375	1	1	0	1	0	0	0	0.297633740978	6	0.0496056234964
2015	Wahbi Khazri	4	1173.3	732.8	1366.88458146	280.972269827	1	2	1	0	0	0	0	1.77341891685	14	0.126672779775
2015	Walid Mesloub	0	300.5	199.9	345.551506027	115.022654116	0	2	0	0	0	0	1	0.107870217477	4	0.0269675543691
2015	Wallace	1	90.8	50.7	94.3510779516	9.22659200355	1	1	1	0	0	0	1	0.0916171212847	1	0.0916171212847
2015	Wallyson Mallmann	0	667.5	468.1	862.729881646	188.528468668	0	2	0	0	0	0	0	0.830428871787	8	0.103803608973
2015	Wesley Lautoa	0	173.4	104.9	217.042826711	30.7088913852	1	2	1	0	0	0	0	0.162476819621	2	0.0812384098106
2015	Wilfried Moimbé	0	98.7	65.2	175.111599052	15.2554908148	0	0	0	0	0	0	0	0.174452281144	1	0.174452281144
2015	William Remy	0	284.9	200.8	359.860171391	126.291853426	0	0	0	0	0	0	0	0.066177336318	4	0.0165443340795
2015	Wissam Ben Yedder	1	1026.9	556.3	852.445112592	232.2230978	3	4	2	0	0	0	1	1.08417468259	12	0.0903478902155
2015	Yacine Bammou	3	836.5	507.9	851.393783442	189.67439058	3	4	1	0	1	0	0	1.21752482286	10	0.121752482286
2015	Yacouba Sylla	0	329.0	209.5	383.387949755	86.0374306586	1	2	1	0	0	0	0	0.241122459974	4	0.0602806149935
2015	Yann Bodiger	0	240.6	178.1	331.215663366	67.2442396822	0	2	2	0	0	0	0	0.187168841856	3	0.062389613952
2015	Yann Jouffre	1	428.4	262.1	493.96223466	106.4867034	0	1	0	0	0	0	0	0.440320033597	5	0.0880640067193
2015	Yannick Cahuzac	0	265.5	151.3	264.181236901	48.388525028	0	1	1	0	0	0	1	0.386228413112	3	0.128742804371
2015	Yannis Salibur	0	2247.5	1398.1	2618.99835318	724.51912865	0	6	2	0	0	0	1	1.36310912197	28	0.0486824686418
2015	Yassine Benzia	0	674.3	427.1	826.750170837	149.671472449	1	3	0	0	0	0	0	0.840029697242	8	0.105003712155
2015	Yoann Court	0	1085.5	755.3	1311.96623434	394.737780331	1	1	1	0	0	0	0	0.662926839641	14	0.0473519171172
2015	Yohan Mollo	0	71.5	62.4	113.513266325	31.0807014078	0	1	0	0	0	0	0	0.0159082506956	1	0.0159082506956
2015	Younousse Sankhare	2	1008.5	638.6	1248.46914813	243.582193825	2	2	1	0	0	0	0	1.13085112483	12	0.0942375937362
2015	Youssouf Sabaly	1	157.8	103.8	165.690689726	56.6726759323	0	0	0	0	0	0	0	0.0728043146962	2	0.0364021573481
2015	Zargo Toure	1	180.5	94.3	173.274539847	28.1945874561	1	2	1	0	0	0	0	0.19755726522	2	0.0987786326101
2015	Zlatan Ibrahimovic	4	2587.1	1599.8	2928.03711446	572.374837169	5	10	1	0	2	1	0	3.80949022029	30	0.126983007343
2015	Ángel Di María	2	1737.0	951.7	1567.15489294	469.709444327	1	3	1	0	1	1	0	1.87088968491	21	0.0890899849957
2015	Éric Bautheac	0	1123.1	697.7	1248.00318629	340.05830345	1	3	1	0	0	0	0	0.783440881351	14	0.0559600629536
2015	Étienne Didot	0	318.6	248.9	479.578519056	107.012711721	0	1	2	0	0	0	0	0.11157507817	4	0.0278937695425
2015	Óscar Trejo	1	928.3	518.6	901.168664457	211.267963463	1	4	1	0	0	0	2	1.26156993984	11	0.114688176349
