"season_n","season_np1","name","n_win","n_draw","an_lose","np1_win","np1_draw","np1_lose"
1933,1934,"AS Cannes",9,7,10,14,5,11
1933,1934,"EAC Roubaix",13,4,9,13,5,12
1933,1934,"FC Antibes",11,5,10,8,7,15
1933,1934,"FC Sète 34",14,6,6,13,10,7
1933,1934,"FC Sochaux-Montbéliard",9,4,13,22,4,4
1933,1934,"Olympique de Marseille",15,3,8,13,5,12
1933,1934,"Olympique Lillois",14,4,8,14,3,13
1933,1934,"RC Paris",9,5,12,16,5,9
1933,1934,"SC Fives",13,7,6,12,1,17
1933,1934,"SC Nîmois",11,3,12,5,5,20
1933,1934,"SO Montpellier",10,6,10,7,3,20
1933,1934,"Stade Rennais FC",11,5,10,11,5,14
1934,1935,"AS Cannes",14,5,11,15,5,10
1934,1935,"AS Red Star 93",8,7,15,8,3,19
1934,1935,"EAC Roubaix",13,5,12,13,5,12
1934,1935,"FC Antibes",8,7,15,10,5,15
1934,1935,"FC Mulhouse",14,5,11,8,6,16
1934,1935,"FC Sète 34",13,10,7,14,4,12
1934,1935,"FC Sochaux-Montbéliard",22,4,4,12,11,7
1934,1935,"Olympique d'Alès",10,3,17,5,9,16
1934,1935,"Olympique de Marseille",13,5,12,14,5,11
1934,1935,"Olympique Lillois",14,3,13,17,7,6
1934,1935,"RC Paris",16,5,9,20,4,6
1934,1935,"RC Strasbourg",21,5,4,18,3,9
1934,1935,"SC Fives",12,1,17,14,3,13
1934,1935,"Stade Rennais FC",11,5,14,10,8,12
1935,1936,"AS Cannes",15,5,10,8,9,13
1935,1936,"AS Red Star 93",8,3,19,12,7,11
1935,1936,"EAC Roubaix",13,5,12,13,5,12
1935,1936,"FC Antibes",10,5,15,11,4,15
1935,1936,"FC Metz",12,3,15,13,6,11
1935,1936,"FC Mulhouse",8,6,16,6,3,21
1935,1936,"FC Sète 34",14,4,12,11,8,11
1935,1936,"FC Sochaux-Montbéliard",12,11,7,16,6,8
1935,1936,"Olympique de Marseille",14,5,11,17,4,9
1935,1936,"Olympique Lillois",17,7,6,14,6,10
1935,1936,"RC Paris",20,4,6,17,3,10
1935,1936,"RC Strasbourg",18,3,9,12,9,9
1935,1936,"SC Fives",14,3,13,12,4,14
1935,1936,"Stade Rennais FC",10,8,12,8,4,18
1936,1937,"AS Cannes",8,9,13,8,11,11
1936,1937,"AS Red Star 93",12,7,11,6,7,17
1936,1937,"EAC Roubaix",13,5,12,10,12,8
1936,1937,"FC Antibes",11,4,15,9,9,12
1936,1937,"FC Metz",13,6,11,8,11,11
1936,1937,"FC Rouen 1899",15,5,10,14,8,8
1936,1937,"FC Sète 34",11,8,11,16,9,5
1936,1937,"FC Sochaux-Montbéliard",16,6,8,18,8,4
1936,1937,"Olympique de Marseille",17,4,9,15,12,3
1936,1937,"Olympique Lillois",14,6,10,10,9,11
1936,1937,"RC Paris",17,3,10,9,8,13
1936,1937,"RC Roubaix",11,5,14,11,6,13
1936,1937,"RC Strasbourg",12,9,9,12,9,9
1936,1937,"SC Fives",12,4,14,7,12,11
1937,1938,"AS Cannes",8,11,11,11,5,14
1937,1938,"EAC Roubaix",10,12,8,8,8,14
1937,1938,"FC Antibes",9,9,12,6,9,15
1937,1938,"FC Metz",8,11,11,12,7,11
1937,1938,"FC Rouen 1899",14,8,8,6,9,15
1937,1938,"FC Sète 34",16,9,5,19,4,7
1937,1938,"FC Sochaux-Montbéliard",18,8,4,14,4,12
1937,1938,"Olympique de Marseille",15,12,3,18,4,8
1937,1938,"Olympique Lillois",10,9,11,14,5,10
1937,1938,"RC Lens",9,8,13,11,9,10
1937,1938,"RC Paris",9,8,13,15,8,7
1937,1938,"RC Roubaix",11,6,13,4,9,17
1937,1938,"RC Strasbourg",12,9,9,10,8,12
1937,1938,"SC Fives",7,12,11,13,5,12
1945,1946,"AS Cannes",12,10,12,17,4,17
1945,1946,"AS Red Star 93",12,9,13,15,9,14
1945,1946,"AS Saint-Etienne",20,4,10,13,11,14
1945,1946,"CO Roubaix-Tourcoing",15,11,8,24,5,9
1945,1946,"FC Metz",10,5,19,12,13,13
1945,1946,"FC Rouen 1899",14,8,12,7,10,21
1945,1946,"FC Sète 34",13,6,15,12,11,15
1945,1946,"Girondins de Bordeaux",11,9,14,12,8,18
1945,1946,"Havre AC",13,4,17,9,7,22
1945,1946,"LOSC Lille",19,7,8,20,7,11
1945,1946,"Olympique de Marseille",12,10,12,16,12,10
1945,1946,"RC Lens",14,8,12,12,7,19
1945,1946,"RC Paris",16,3,15,14,5,19
1945,1946,"RC Strasbourg",13,7,14,21,7,10
1945,1946,"Stade de Reims",15,10,9,22,5,11
1945,1946,"Stade Rennais FC",13,11,10,16,6,16
1946,1947,"AS Cannes",17,4,17,10,9,15
1946,1947,"AS Red Star 93",15,9,14,6,4,24
1946,1947,"AS Saint-Etienne",13,11,14,16,9,9
1946,1947,"CO Roubaix-Tourcoing",24,5,9,15,7,12
1946,1947,"FC Metz",12,13,13,13,4,17
1946,1947,"FC Nancy",13,10,15,11,8,15
1946,1947,"FC Sète 34",12,11,15,11,4,19
1946,1947,"LOSC Lille",20,7,11,20,7,7
1946,1947,"Olympique de Marseille",16,12,10,20,8,6
1946,1947,"RC Paris",14,5,19,16,5,13
1946,1947,"RC Strasbourg",21,7,10,13,11,10
1946,1947,"SO Montpellier",14,5,19,10,8,16
1946,1947,"Stade de Reims",22,5,11,20,6,8
1946,1947,"Stade Français",19,8,11,15,8,11
1946,1947,"Stade Rennais FC",16,6,16,13,8,13
1946,1947,"Toulouse FC",15,4,19,13,3,18
1947,1948,"AS Cannes",10,9,15,10,5,19
1947,1948,"AS Red Star 93",6,4,24,10,12,12
1947,1948,"AS Saint-Etienne",16,9,9,13,9,12
1947,1948,"CO Roubaix-Tourcoing",15,7,12,11,7,16
1947,1948,"FC Metz",13,4,17,10,6,18
1947,1948,"FC Nancy",11,8,15,11,6,17
1947,1948,"FC Sète 34",11,4,19,10,9,15
1947,1948,"FC Sochaux-Montbéliard",13,8,13,16,6,12
1947,1948,"LOSC Lille",20,7,7,21,5,8
1947,1948,"Olympique de Marseille",20,8,6,18,6,10
1947,1948,"RC Paris",16,5,13,14,8,12
1947,1948,"RC Strasbourg",13,11,10,10,6,18
1947,1948,"SO Montpellier",10,8,16,12,5,17
1947,1948,"Stade de Reims",20,6,8,22,4,8
1947,1948,"Stade Rennais FC",13,8,13,16,9,9
1947,1948,"Toulouse FC",13,3,18,16,2,16
1948,1949,"AS Red Star 93",10,12,12,9,8,17
1948,1949,"AS Saint-Etienne",13,9,12,12,8,14
1948,1949,"CO Roubaix-Tourcoing",11,7,16,9,15,10
1948,1949,"FC Metz",10,6,18,5,7,22
1948,1949,"FC Nancy",11,6,17,12,7,15
1948,1949,"FC Sète 34",10,9,15,12,5,17
1948,1949,"FC Sochaux-Montbéliard",16,6,12,16,6,12
1948,1949,"LOSC Lille",21,5,8,20,5,9
1948,1949,"OGC Nice",13,10,11,16,7,11
1948,1949,"Olympique de Marseille",18,6,10,13,9,12
1948,1949,"RC Paris",14,8,12,14,8,12
1948,1949,"RC Strasbourg",10,6,18,11,9,14
1948,1949,"SO Montpellier",12,5,17,10,3,21
1948,1949,"Stade de Reims",22,4,8,18,8,8
1948,1949,"Stade Rennais FC",16,9,9,12,10,12
1948,1949,"Toulouse FC",16,2,16,16,10,8
1949,1950,"AS Red Star 93",9,8,17,7,7,20
1949,1950,"AS Saint-Etienne",12,8,14,15,7,12
1949,1950,"CO Roubaix-Tourcoing",9,15,10,12,8,14
1949,1950,"FC Nancy",12,7,15,13,6,15
1949,1950,"FC Sète 34",12,5,17,12,6,16
1949,1950,"FC Sochaux-Montbéliard",16,6,12,13,6,15
1949,1950,"Girondins de Bordeaux",21,9,4,14,9,11
1949,1950,"LOSC Lille",20,5,9,17,7,10
1949,1950,"OGC Nice",16,7,11,18,5,11
1949,1950,"Olympique de Marseille",13,9,12,11,14,9
1949,1950,"RC Lens",9,8,17,10,9,15
1949,1950,"RC Paris",14,8,12,12,8,14
1949,1950,"RC Strasbourg",11,9,14,14,6,14
1949,1950,"Stade de Reims",18,8,8,15,10,9
1949,1950,"Stade Rennais FC",12,10,12,13,5,16
1949,1950,"Toulouse FC",16,10,8,10,7,17
1950,1951,"AS Saint-Etienne",15,7,12,15,6,13
1950,1951,"CO Roubaix-Tourcoing",12,8,14,14,8,12
1950,1951,"FC Nancy",13,6,15,12,11,11
1950,1951,"FC Sète 34",12,6,16,14,8,12
1950,1951,"FC Sochaux-Montbéliard",13,6,15,12,7,15
1950,1951,"Girondins de Bordeaux",14,9,11,20,5,9
1950,1951,"Havre AC",18,4,12,15,7,12
1950,1951,"LOSC Lille",17,7,10,19,6,9
1950,1951,"Nîmes Olympique",16,8,10,16,5,13
1950,1951,"OGC Nice",18,5,11,21,4,9
1950,1951,"Olympique de Marseille",11,14,9,9,10,15
1950,1951,"RC Lens",10,9,15,12,7,15
1950,1951,"RC Paris",12,8,14,12,6,16
1950,1951,"RC Strasbourg",14,6,14,4,8,22
1950,1951,"Stade de Reims",15,10,9,16,6,12
1950,1951,"Stade Rennais FC",13,5,16,10,8,16
1951,1952,"AS Saint-Etienne",15,6,13,11,8,15
1951,1952,"CO Roubaix-Tourcoing",14,8,12,9,10,15
1951,1952,"FC Metz",14,10,10,11,7,16
1951,1952,"FC Nancy",12,11,11,16,2,16
1951,1952,"FC Sète 34",14,8,12,13,7,14
1951,1952,"FC Sochaux-Montbéliard",12,7,15,18,8,8
1951,1952,"Girondins de Bordeaux",20,5,9,19,5,10
1951,1952,"Havre AC",15,7,12,11,7,16
1951,1952,"LOSC Lille",19,6,9,15,10,9
1951,1952,"Nîmes Olympique",16,5,13,17,6,11
1951,1952,"OGC Nice",21,4,9,12,5,17
1951,1952,"Olympique de Marseille",9,10,15,15,7,12
1951,1952,"RC Lens",12,7,15,13,8,13
1951,1952,"RC Paris",12,6,16,11,6,17
1951,1952,"Stade de Reims",16,6,12,22,4,8
1951,1952,"Stade Rennais FC",10,8,16,10,8,16
1952,1953,"AS Saint-Etienne",11,8,15,16,6,12
1952,1953,"CO Roubaix-Tourcoing",9,10,15,11,6,17
1952,1953,"FC Metz",11,7,16,10,10,14
1952,1953,"FC Nancy",16,2,16,12,6,16
1952,1953,"FC Sète 34",13,7,14,6,10,18
1952,1953,"FC Sochaux-Montbéliard",18,8,8,9,12,13
1952,1953,"Girondins de Bordeaux",19,5,10,20,6,8
1952,1953,"Havre AC",11,7,16,10,6,18
1952,1953,"LOSC Lille",15,10,9,17,13,4
1952,1953,"Nîmes Olympique",17,6,11,14,5,15
1952,1953,"OGC Nice",12,5,17,12,10,12
1952,1953,"Olympique de Marseille",15,7,12,10,9,15
1952,1953,"RC Lens",13,8,13,13,9,12
1952,1953,"Stade de Reims",22,4,8,18,10,6
1952,1953,"Stade Français",12,9,13,8,11,15
1953,1954,"AS Monaco FC",11,9,14,10,11,13
1953,1954,"AS Saint-Etienne",16,6,12,15,5,14
1953,1954,"CO Roubaix-Tourcoing",11,6,17,10,6,18
1953,1954,"FC Metz",10,10,14,12,7,15
1953,1954,"FC Nancy",12,6,16,12,8,14
1953,1954,"FC Sochaux-Montbéliard",9,12,13,15,6,13
1953,1954,"Girondins de Bordeaux",20,6,8,14,7,13
1953,1954,"LOSC Lille",17,13,4,11,8,15
1953,1954,"Nîmes Olympique",14,5,15,14,5,15
1953,1954,"OGC Nice",12,10,12,13,8,13
1953,1954,"Olympique de Marseille",10,9,15,13,7,14
1953,1954,"RC Lens",13,9,12,13,12,9
1953,1954,"RC Strasbourg",15,6,13,15,7,12
1953,1954,"Stade de Reims",18,10,6,19,6,9
1953,1954,"Toulouse FC",15,14,5,15,10,9
1954,1955,"AS Monaco FC",10,11,13,17,7,10
1954,1955,"AS Saint-Etienne",15,5,14,15,11,8
1954,1955,"ESTAC Troyes",12,6,16,5,9,20
1954,1955,"FC Metz",12,7,15,11,7,16
1954,1955,"FC Nancy",12,8,14,13,7,14
1954,1955,"FC Sochaux-Montbéliard",15,6,13,12,8,14
1954,1955,"Girondins de Bordeaux",14,7,13,9,6,19
1954,1955,"LOSC Lille",11,8,15,10,4,20
1954,1955,"Nîmes Olympique",14,5,15,11,9,14
1954,1955,"OGC Nice",13,8,13,18,7,9
1954,1955,"Olympique de Marseille",13,7,14,15,9,10
1954,1955,"Olympique Lyonnais",12,9,13,15,7,12
1954,1955,"RC Lens",13,12,9,19,4,11
1954,1955,"RC Paris",13,8,13,17,5,12
1954,1955,"RC Strasbourg",15,7,12,12,6,16
1954,1955,"Stade de Reims",19,6,9,13,8,13
1954,1955,"Toulouse FC",15,10,9,14,10,10
1955,1956,"AS Monaco FC",17,7,10,17,6,11
1955,1956,"AS Saint-Etienne",15,11,8,20,9,5
1955,1956,"CS Sedan",14,8,12,9,14,11
1955,1956,"FC Metz",11,7,16,9,10,15
1955,1956,"FC Nancy",13,7,14,8,9,17
1955,1956,"FC Sochaux-Montbéliard",12,8,14,14,5,15
1955,1956,"Nîmes Olympique",11,9,14,13,5,16
1955,1956,"OGC Nice",18,7,9,11,8,15
1955,1956,"Olympique de Marseille",15,9,10,16,7,11
1955,1956,"Olympique Lyonnais",15,7,12,13,4,17
1955,1956,"RC Lens",19,4,11,21,3,10
1955,1956,"RC Paris",17,5,12,17,8,9
1955,1956,"RC Strasbourg",12,6,16,9,8,17
1955,1956,"Stade de Reims",13,8,13,18,7,9
1955,1956,"Toulouse FC",14,10,10,12,8,14
1956,1957,"Angers SCO",10,11,13,16,9,9
1956,1957,"AS Monaco FC",17,6,11,15,11,8
1956,1957,"AS Saint-Etienne",20,9,5,10,17,7
1956,1957,"CS Sedan",9,14,11,16,6,12
1956,1957,"FC Metz",9,10,15,9,8,17
1956,1957,"FC Sochaux-Montbéliard",14,5,15,13,6,15
1956,1957,"Nîmes Olympique",13,5,16,16,9,9
1956,1957,"OGC Nice",11,8,15,10,11,13
1956,1957,"Olympique de Marseille",16,7,11,8,10,16
1956,1957,"Olympique Lyonnais",13,4,17,13,9,12
1956,1957,"RC Lens",21,3,10,13,7,14
1956,1957,"RC Paris",17,8,9,13,7,14
1956,1957,"Stade de Reims",18,7,9,22,4,8
1956,1957,"Toulouse FC",12,8,14,13,7,14
1956,1957,"Valenciennes FC",10,9,15,8,12,14
1957,1958,"Angers SCO",16,9,9,13,13,12
1957,1958,"AS Monaco FC",15,11,8,14,11,13
1957,1958,"AS Saint-Etienne",10,17,7,16,8,14
1957,1958,"CS Sedan",16,6,12,12,14,12
1957,1958,"FC Sochaux-Montbéliard",13,6,15,17,9,12
1957,1958,"LOSC Lille",17,3,14,9,11,18
1957,1958,"Nîmes Olympique",16,9,9,21,11,6
1957,1958,"OGC Nice",10,11,13,24,8,6
1957,1958,"Olympique d'Alès",10,8,16,8,8,22
1957,1958,"Olympique de Marseille",8,10,16,6,11,21
1957,1958,"Olympique Lyonnais",13,9,12,16,7,15
1957,1958,"RC Lens",13,7,14,12,8,18
1957,1958,"RC Paris",13,7,14,18,13,7
1957,1958,"Stade de Reims",22,4,8,19,10,9
1957,1958,"Toulouse FC",13,7,14,12,11,15
1957,1958,"Valenciennes FC",8,12,14,13,10,15
1958,1959,"Angers SCO",13,13,12,13,10,15
1958,1959,"AS Monaco FC",14,11,13,19,7,12
1958,1959,"AS Saint-Etienne",16,8,14,12,12,14
1958,1959,"CS Sedan",12,14,12,12,13,13
1958,1959,"FC Sochaux-Montbéliard",17,9,12,8,11,19
1958,1959,"Limoges FC",12,10,16,14,10,14
1958,1959,"Nîmes Olympique",21,11,6,22,9,7
1958,1959,"OGC Nice",24,8,6,17,6,15
1958,1959,"Olympique Lyonnais",16,7,15,10,11,17
1958,1959,"RC Lens",12,8,18,18,8,12
1958,1959,"RC Paris",18,13,7,19,11,8
1958,1959,"RC Strasbourg",14,10,14,9,7,22
1958,1959,"Stade de Reims",19,10,9,26,8,4
1958,1959,"Stade Rennais FC",13,10,15,13,7,18
1958,1959,"Toulouse FC",12,11,15,19,6,13
1958,1959,"Valenciennes FC",13,10,15,16,8,14
1959,1960,"Angers SCO",13,10,15,16,8,14
1959,1960,"AS Monaco FC",19,7,12,26,5,7
1959,1960,"AS Saint-Etienne",12,12,14,16,11,11
1959,1960,"CS Sedan",12,13,13,15,8,15
1959,1960,"Havre AC",15,12,11,13,10,15
1959,1960,"Limoges FC",14,10,14,11,8,19
1959,1960,"Nîmes Olympique",22,9,7,17,8,13
1959,1960,"OGC Nice",17,6,15,13,8,17
1959,1960,"Olympique Lyonnais",10,11,17,13,8,17
1959,1960,"RC Lens",18,8,12,14,9,15
1959,1960,"RC Paris",19,11,8,23,10,5
1959,1960,"Stade de Reims",26,8,4,23,4,11
1959,1960,"Stade Français",14,6,18,12,8,18
1959,1960,"Stade Rennais FC",13,7,18,12,10,16
1959,1960,"Toulouse FC",19,6,13,13,10,15
1959,1960,"Valenciennes FC",16,8,14,12,6,20
1960,1961,"Angers SCO",16,8,14,13,10,15
1960,1961,"AS Monaco FC",26,5,7,17,9,12
1960,1961,"AS Saint-Etienne",16,11,11,10,10,18
1960,1961,"CS Sedan",15,8,15,16,11,11
1960,1961,"FC Nancy",13,13,12,16,12,10
1960,1961,"FC Rouen 1899",21,4,13,14,10,14
1960,1961,"Havre AC",13,10,15,7,14,17
1960,1961,"Nîmes Olympique",17,8,13,21,5,12
1960,1961,"OGC Nice",13,8,17,16,6,16
1960,1961,"Olympique Lyonnais",13,8,17,13,7,18
1960,1961,"RC Lens",14,9,15,19,4,15
1960,1961,"RC Paris",23,10,5,21,6,11
1960,1961,"Stade de Reims",23,4,11,21,6,11
1960,1961,"Stade Français",12,8,18,13,12,13
1960,1961,"Stade Rennais FC",12,10,16,13,12,13
1960,1961,"Toulouse FC",13,10,15,16,6,16
1961,1962,"Angers SCO",13,10,15,13,11,14
1961,1962,"AS Monaco FC",17,9,12,20,10,8
1961,1962,"CS Sedan",16,11,11,19,8,11
1961,1962,"FC Nancy",16,12,10,9,10,19
1961,1962,"FC Rouen 1899",14,10,14,18,6,14
1961,1962,"Nîmes Olympique",21,5,12,16,10,12
1961,1962,"OGC Nice",16,6,16,14,10,14
1961,1962,"Olympique Lyonnais",13,7,18,15,13,10
1961,1962,"RC Lens",19,4,15,10,10,18
1961,1962,"RC Paris",21,6,11,14,13,11
1961,1962,"RC Strasbourg",12,10,16,9,16,13
1961,1962,"SO Montpellier",15,9,14,9,9,20
1961,1962,"Stade de Reims",21,6,11,19,9,10
1961,1962,"Stade Français",13,12,13,11,10,17
1961,1962,"Stade Rennais FC",13,12,13,14,13,11
1961,1962,"Toulouse FC",16,6,16,16,10,12
1962,1963,"Angers SCO",13,11,14,11,11,12
1962,1963,"AS Monaco FC",20,10,8,17,7,10
1962,1963,"CS Sedan",19,8,11,14,4,16
1962,1963,"FC Rouen 1899",18,6,14,12,8,14
1962,1963,"Girondins de Bordeaux",15,15,8,13,8,13
1962,1963,"Nîmes Olympique",16,10,12,12,8,14
1962,1963,"OGC Nice",14,10,14,7,9,18
1962,1963,"Olympique Lyonnais",15,13,10,15,9,10
1962,1963,"RC Lens",10,10,18,17,6,11
1962,1963,"RC Paris",14,13,11,12,7,15
1962,1963,"RC Strasbourg",9,16,13,11,11,12
1962,1963,"Stade de Reims",19,9,10,8,11,15
1962,1963,"Stade Français",11,10,17,13,6,15
1962,1963,"Stade Rennais FC",14,13,11,12,9,13
1962,1963,"Toulouse FC",16,10,12,13,11,10
1962,1963,"Valenciennes FC",13,15,10,14,7,13
1963,1964,"Angers SCO",11,11,12,12,7,15
1963,1964,"AS Monaco FC",17,7,10,13,7,14
1963,1964,"AS Saint-Etienne",18,8,8,13,9,12
1963,1964,"CS Sedan",14,4,16,11,8,15
1963,1964,"FC Nantes",13,8,13,16,11,7
1963,1964,"FC Rouen 1899",12,8,14,12,6,16
1963,1964,"Girondins de Bordeaux",13,8,13,16,9,9
1963,1964,"Nîmes Olympique",12,8,14,13,3,18
1963,1964,"Olympique Lyonnais",15,9,10,13,10,11
1963,1964,"RC Lens",17,6,11,12,11,11
1963,1964,"RC Strasbourg",11,11,12,13,12,9
1963,1964,"Stade Français",13,6,15,9,12,13
1963,1964,"Stade Rennais FC",12,9,13,15,8,11
1963,1964,"Toulouse FC",13,11,10,12,9,13
1963,1964,"Valenciennes FC",14,7,13,14,12,8
1964,1965,"Angers SCO",12,7,15,13,10,15
1964,1965,"AS Monaco FC",13,7,14,13,9,16
1964,1965,"AS Saint-Etienne",13,9,12,19,7,12
1964,1965,"CS Sedan",11,8,15,13,12,13
1964,1965,"FC Nantes",16,11,7,26,8,4
1964,1965,"FC Rouen 1899",12,6,16,10,14,14
1964,1965,"FC Sochaux-Montbéliard",13,8,13,15,9,14
1964,1965,"Girondins de Bordeaux",16,9,9,22,9,7
1964,1965,"LOSC Lille",10,14,10,12,6,20
1964,1965,"Nîmes Olympique",13,3,18,12,9,17
1964,1965,"Olympique Lyonnais",13,10,11,12,9,17
1964,1965,"RC Lens",12,11,11,13,10,15
1964,1965,"RC Strasbourg",13,12,9,13,12,13
1964,1965,"Stade Français",9,12,13,10,13,15
1964,1965,"Stade Rennais FC",15,8,11,18,6,14
1964,1965,"Toulouse FC",12,9,13,19,8,11
1964,1965,"Valenciennes FC",14,12,8,19,14,5
1965,1966,"Angers SCO",13,10,15,14,16,8
1965,1966,"AS Monaco FC",13,9,16,10,14,14
1965,1966,"AS Saint-Etienne",19,7,12,24,6,8
1965,1966,"CS Sedan",13,12,13,13,16,9
1965,1966,"FC Nantes",26,8,4,17,16,5
1965,1966,"FC Rouen 1899",10,14,14,11,11,16
1965,1966,"FC Sochaux-Montbéliard",15,9,14,11,13,14
1965,1966,"Girondins de Bordeaux",22,9,7,16,11,11
1965,1966,"LOSC Lille",12,6,20,15,8,15
1965,1966,"Nîmes Olympique",12,9,17,12,8,18
1965,1966,"OGC Nice",16,4,18,17,7,14
1965,1966,"Olympique Lyonnais",12,9,17,10,14,14
1965,1966,"RC Lens",13,10,15,15,10,13
1965,1966,"RC Strasbourg",13,12,13,14,8,16
1965,1966,"Stade Français",10,13,15,6,14,18
1965,1966,"Stade Rennais FC",18,6,14,14,9,15
1965,1966,"Toulouse FC",19,8,11,10,12,16
1965,1966,"Valenciennes FC",19,14,5,15,10,13
1966,1967,"Angers SCO",14,16,8,12,10,16
1966,1967,"AS Monaco FC",10,14,14,15,7,16
